,Avg_temp,Max_temp,Min_temp,Avg_relative_humidity,Avg_visibility,Avg_wind_speed,Max_wind_speed,PM10
312,24.9,29.0,20.5,73.0,6.4,4.8,9.4,116.25
313,23.7,30.6,19.8,84.0,6.3,4.1,7.6,89.68
314,22.6,27.8,20.8,92.0,4.8,1.9,5.4,81.99
315,23.2,27.3,19.9,87.0,5.5,3.7,7.6,59.57
316,24.1,28.5,21.3,83.0,6.3,1.9,3.5,103.57
317,23.9,30.0,20.5,82.0,6.3,2.0,11.1,70.58
318,23.6,28.2,20.0,82.0,6.8,2.0,5.4,84.64
319,25.3,31.0,22.2,72.0,6.9,4.6,7.6,109.74
320,24.8,30.6,21.0,75.0,6.9,5.9,11.1,87.87
321,23.7,31.1,21.0,78.0,6.9,6.3,7.6,76.2
322,23.1,27.2,20.4,75.0,6.3,11.7,14.8,88.08
323,23.2,27.7,19.4,68.0,6.9,10.9,18.3,81.38
324,22.8,28.5,19.3,80.0,6.3,10.0,14.8,62.33
325,22.8,29.0,19.4,81.0,6.3,3.3,5.4,53.02
326,23.8,27.2,20.6,78.0,6.9,3.9,9.4,78.39
327,21.9,28.1,20.0,91.0,5.5,4.1,7.6,46.48
328,23.1,27.4,20.7,85.0,6.3,4.3,7.6,60.88
329,23.3,28.4,19.4,82.0,6.3,3.1,5.4,55.0
330,24.9,28.0,20.6,74.0,6.9,4.3,7.6,77.03
331,23.7,29.0,21.2,84.0,5.5,1.1,5.4,85.86
332,24.6,28.8,21.3,80.0,6.9,3.0,7.6,70.52
333,24.8,29.0,21.5,80.0,6.6,3.1,37.0,80.28
334,22.9,27.5,20.5,87.0,5.3,2.4,5.4,48.3
335,22.1,27.6,19.8,93.0,3.7,1.9,9.4,43.58
336,22.3,25.6,19.6,85.0,5.3,6.5,7.6,47.65
337,23.7,29.0,20.1,67.0,6.0,1.3,3.5,191.21
338,24.4,29.8,20.4,67.0,6.3,3.1,7.6,264.19
339,24.8,30.6,20.4,66.0,6.3,3.1,7.6,134.16
340,25.2,31.3,20.8,64.0,6.3,2.4,5.4,123.25
341,23.7,29.6,21.0,68.0,7.7,2.4,5.4,88.81
342,23.9,28.8,20.2,68.0,6.9,2.0,5.4,87.96
343,22.2,26.7,19.4,71.0,6.9,5.6,7.6,93.16
344,21.7,25.0,19.9,78.0,6.9,5.0,7.6,37.3
345,22.9,26.6,18.8,66.0,6.9,3.7,7.6,47.9
346,23.2,27.8,19.3,66.0,6.9,3.1,7.6,107.97
347,21.5,25.6,19.2,87.0,6.9,3.0,5.4,77.33
348,22.0,26.0,18.3,80.0,6.9,2.2,7.6,43.96
349,22.5,27.2,18.6,64.0,6.3,3.9,5.4,99.26
350,23.6,28.2,19.3,65.0,6.3,4.1,7.6,80.35
351,23.5,29.1,19.4,74.0,6.9,0.9,5.4,79.89
352,24.4,28.7,21.0,74.0,6.3,2.0,7.6,77.34
353,24.1,30.0,20.5,71.0,6.3,2.8,5.4,80.84
354,24.2,29.0,20.7,70.0,6.3,3.5,5.4,82.87
355,23.8,29.6,20.2,70.0,6.3,3.9,5.4,48.27
356,22.7,30.0,18.6,65.0,5.8,5.0,7.6,101.56
357,22.2,28.0,17.4,76.0,6.0,4.1,5.4,87.59
358,22.4,26.8,19.2,78.0,6.0,5.0,11.1,75.49
359,19.8,24.7,19.0,95.0,4.0,7.0,9.4,29.86
360,19.8,21.6,18.2,88.0,4.8,7.0,9.4,102.78
361,20.8,23.6,18.3,82.0,6.9,4.6,9.4,86.83
362,22.8,29.2,18.5,63.0,6.3,3.1,7.6,103.2
363,22.6,29.7,15.9,47.0,6.3,0.7,5.4,128.19
364,22.6,30.8,16.8,55.0,6.8,0.0,7.6,133.55
365,22.7,28.1,19.6,72.0,4.2,1.1,5.4,107.85
366,22.6,28.5,18.4,63.0,6.0,4.6,9.4,91.34
367,22.2,29.3,17.1,66.0,6.0,5.7,7.6,72.6
368,21.0,26.0,15.3,63.0,6.3,6.7,9.4,92.41
369,22.1,28.0,17.2,58.0,6.3,3.1,5.4,90.39
370,22.0,28.8,16.0,56.0,6.3,4.3,7.6,78.72
371,20.4,28.5,16.6,72.0,6.0,0.9,3.5,78.72
372,21.6,28.0,16.2,57.0,6.3,4.8,7.6,89.54
373,20.6,29.2,15.5,57.0,5.8,4.6,5.4,107.29
375,22.2,28.4,16.6,53.0,7.7,0.9,5.4,93.04
376,22.1,28.9,17.8,58.0,5.1,1.1,7.6,92.28
377,22.2,29.0,18.4,62.0,6.0,3.9,5.4,84.21
378,20.4,27.2,15.2,52.0,6.3,4.1,7.6,101.85
379,20.1,27.2,14.8,50.0,6.9,6.5,7.6,93.43
380,21.2,26.6,15.5,59.0,6.3,6.7,9.4,93.42
381,23.4,30.6,17.6,48.0,6.3,4.1,5.4,151.16
382,23.3,31.0,16.3,42.0,5.8,2.8,11.1,166.69
383,22.4,30.7,16.3,49.0,6.3,3.3,7.6,146.23
384,20.7,28.7,14.3,48.0,6.9,7.2,9.4,134.99
385,20.4,28.0,14.2,45.0,6.3,4.6,7.6,164.12
386,20.9,28.5,14.3,46.0,6.3,4.1,7.6,151.63
387,22.7,29.1,17.1,48.0,6.3,2.0,5.4,178.78
388,21.9,29.8,16.2,44.0,6.3,2.6,7.6,164.26
389,21.3,29.0,16.0,53.0,6.9,4.4,11.1,194.18
390,21.4,29.2,15.0,42.0,6.9,5.2,9.4,161.72
391,21.9,29.6,13.2,26.0,6.9,3.1,7.6,157.07
392,22.6,30.4,15.9,30.0,8.5,5.4,9.4,150.8
393,21.7,30.1,15.8,32.0,6.9,6.3,11.1,153.43
394,23.3,32.3,20.2,67.0,6.3,3.0,5.4,141.28
395,23.3,30.0,19.2,54.0,6.9,2.4,5.4,133.01
396,24.4,30.2,19.7,61.0,6.9,1.5,5.4,138.71
397,23.5,30.2,18.5,49.0,6.3,5.0,11.1,1.57
398,23.3,29.9,17.9,58.0,6.9,5.6,7.6,1.57
399,23.4,30.7,17.4,60.0,6.3,5.7,7.6,1.57
400,24.3,32.1,16.8,34.0,6.3,5.0,9.4,1.57
401,22.8,32.2,17.4,39.0,6.9,7.4,18.3,1.57
402,24.2,31.5,17.5,31.0,6.9,5.4,11.1,1.57
403,24.7,31.2,17.3,34.0,7.4,6.9,11.1,1.57
404,25.0,32.0,17.8,34.0,6.9,3.9,5.4,1.57
405,25.2,32.7,18.2,28.0,6.9,5.9,11.1,1.57
406,25.2,33.2,18.2,26.0,6.9,5.2,7.6,1.57
407,25.5,32.5,18.3,25.0,6.9,4.8,7.6,1.57
408,25.7,33.2,17.5,21.0,6.9,2.4,5.4,1.57
409,25.5,34.6,16.5,29.0,7.7,7.0,11.1,1.57
410,25.4,33.5,18.5,25.0,6.9,5.7,9.4,1.57
411,26.2,33.3,17.8,27.0,6.9,5.9,7.6,1.57
412,25.8,32.5,20.1,57.0,6.9,4.1,7.6,1.57
413,26.5,31.6,22.4,50.0,6.9,4.8,11.1,1.57
414,25.8,32.1,21.6,60.0,6.9,4.6,11.1,1.57
415,25.6,31.0,19.6,39.0,7.4,2.8,48.2,1.57
416,26.7,33.8,19.5,37.0,6.9,2.4,5.4,1.57
417,27.4,33.7,21.4,44.0,6.9,2.2,3.5,1.57
418,27.3,33.4,21.7,43.0,7.7,3.9,7.6,1.57
419,27.1,34.1,20.8,34.0,6.9,3.3,7.6,1.57
420,27.4,34.4,21.5,42.0,6.9,3.3,5.4,1.57
421,25.9,34.8,21.1,60.0,6.3,4.1,9.4,1.57
422,27.6,33.2,21.2,54.0,6.9,2.0,7.6,1.57
423,24.7,33.5,20.6,72.0,6.9,2.2,5.4,1.57
424,26.1,33.1,19.8,55.0,7.4,0.7,3.5,1.57
425,26.7,33.5,21.6,51.0,8.5,3.1,5.4,1.57
426,26.4,32.6,21.0,47.0,6.9,5.0,7.6,1.57
427,26.2,32.7,21.0,49.0,6.9,5.2,7.6,1.57
428,27.6,33.5,21.7,51.0,6.9,5.9,11.1,1.57
429,28.3,34.0,23.1,50.0,6.9,5.2,7.6,1.57
430,28.2,34.6,23.9,52.0,7.7,3.9,7.6,1.57
431,27.9,34.8,23.9,63.0,6.9,2.0,7.6,1.57
432,25.5,34.0,22.8,63.0,6.9,1.1,5.4,1.57
433,28.2,34.8,22.2,51.0,7.4,1.1,3.5,1.57
434,26.6,34.0,22.2,63.0,6.9,3.1,7.6,1.57
435,27.2,34.4,22.8,62.0,6.9,4.1,5.4,1.57
436,28.3,34.7,22.0,51.0,9.2,2.8,9.4,1.57
437,26.9,35.2,21.4,64.0,6.3,5.0,11.1,1.57
438,26.5,33.0,23.3,73.0,7.7,4.8,9.4,1.57
439,25.9,34.0,20.0,72.0,6.9,3.0,9.4,1.57
440,27.8,33.5,23.4,57.0,6.9,3.9,7.6,1.57
441,25.9,33.5,22.8,70.0,6.9,3.7,9.4,1.57
442,27.2,32.8,21.8,59.0,6.9,4.1,9.4,1.57
443,24.9,32.0,21.5,74.0,7.4,1.1,37.0,1.57
444,23.8,32.0,21.0,78.0,6.9,1.9,5.4,1.57
445,24.8,31.4,20.6,63.0,6.3,0.9,3.5,1.57
446,25.9,31.2,21.4,66.0,6.9,6.1,11.1,1.57
447,25.2,32.4,20.5,65.0,6.9,2.6,9.4,1.57
448,24.1,32.4,21.5,77.0,6.3,3.1,11.1,1.57
449,23.5,32.0,21.4,89.0,6.3,4.1,7.6,1.57
450,25.0,29.8,21.1,78.0,5.5,2.4,5.4,1.57
451,26.0,30.8,22.2,71.0,6.9,2.2,5.4,1.57
452,25.6,29.7,20.9,77.0,7.7,6.7,9.4,1.57
453,24.4,30.3,21.8,83.0,6.6,3.5,5.4,1.57
454,23.8,31.0,20.9,81.0,5.5,3.9,7.6,1.57
455,23.7,29.8,20.8,83.0,6.9,6.5,7.6,1.57
456,23.9,30.1,21.7,79.0,6.9,12.0,14.8,1.57
457,23.3,29.0,21.2,83.0,6.3,11.9,16.5,1.57
458,22.0,25.8,20.7,86.0,6.6,12.8,14.8,1.57
459,24.1,28.3,20.8,77.0,6.3,11.3,14.8,1.57
460,23.2,27.9,21.0,84.0,6.3,7.8,11.1,1.57
461,23.8,29.6,20.5,77.0,6.9,6.5,9.4,1.57
462,23.8,28.9,20.1,74.0,6.9,12.8,14.8,135.23
463,23.4,29.1,20.7,78.0,6.9,12.6,14.8,108.77
464,23.5,28.0,20.9,79.0,6.9,9.1,11.1,97.82
465,23.5,27.8,20.1,77.0,6.9,8.3,11.1,110.06
466,23.1,28.1,20.2,75.0,6.9,11.9,16.5,88.93
467,21.9,28.0,20.1,86.0,6.9,10.0,14.8,88.93
468,24.2,29.5,20.6,75.0,6.9,9.4,14.8,88.93
469,24.8,29.4,20.9,68.0,6.9,10.9,14.8,6.7
470,24.4,30.2,20.7,68.0,6.9,8.1,11.1,1.11
471,22.9,26.3,20.5,82.0,6.9,11.3,16.5,89.75
472,22.4,26.4,20.3,86.0,8.0,6.7,9.4,64.76
473,22.8,26.4,20.7,85.0,6.9,8.7,14.8,88.26
474,22.2,27.4,20.5,86.0,7.7,10.9,14.8,65.91
475,22.4,26.5,20.3,86.0,6.9,8.5,11.1,65.91
476,23.6,27.2,20.4,74.0,6.9,10.0,13.0,65.91
477,23.0,28.6,21.0,79.0,6.9,14.8,25.9,65.91
478,23.0,27.0,20.4,77.0,6.9,14.6,22.2,53.47
479,22.7,26.9,20.3,83.0,8.5,14.8,18.3,125.16
480,23.3,28.2,20.2,82.0,6.9,9.1,14.8,68.0
481,23.7,28.8,20.6,79.0,6.9,8.9,11.1,92.29
482,23.3,27.3,20.5,76.0,6.9,10.9,16.5,101.27
483,23.1,28.3,20.3,81.0,6.9,10.0,22.2,99.66
484,21.9,27.2,19.4,85.0,5.5,8.7,18.3,133.63
485,23.6,28.0,18.7,77.0,6.9,9.6,22.2,120.76
486,23.3,28.6,20.8,76.0,6.9,8.5,16.5,134.09
487,21.9,27.7,19.7,84.0,7.4,11.1,14.8,93.03
488,22.0,25.4,20.0,88.0,5.5,8.3,13.0,69.94
489,23.4,27.6,20.2,76.0,6.3,9.8,18.3,72.7
490,21.7,24.6,19.4,85.0,7.4,10.2,18.3,70.64
491,21.9,25.0,19.6,88.0,5.5,10.0,22.2,45.72
492,22.2,25.7,20.1,87.0,5.5,7.6,11.1,57.73
493,23.3,27.4,20.7,77.0,6.3,13.1,18.3,78.29
494,22.8,27.3,20.2,78.0,6.9,11.7,18.3,142.63
495,23.3,27.4,19.7,72.0,6.9,10.6,18.3,136.15
496,23.7,27.8,19.8,75.0,6.9,8.3,11.1,104.27
497,22.4,28.5,20.0,83.0,6.3,6.3,14.8,78.12
498,21.9,28.3,19.5,86.0,6.3,6.7,11.1,109.56
499,23.3,28.8,20.3,78.0,7.4,6.9,11.1,90.13
500,23.7,28.3,20.0,73.0,6.9,6.5,11.1,131.0
501,23.8,28.2,20.3,71.0,6.6,7.8,9.4,75.25
502,24.7,29.3,19.7,61.0,6.9,6.5,9.4,132.69
503,24.4,29.2,20.3,63.0,6.9,8.7,14.8,96.43
504,24.3,29.1,20.1,66.0,6.9,7.8,14.8,93.31
505,25.7,30.0,20.5,59.0,6.9,5.4,9.4,107.75
506,25.0,31.6,22.3,72.0,6.9,1.9,3.5,137.19
507,24.8,30.3,20.4,69.0,6.3,1.5,5.4,134.64
508,23.9,31.7,20.1,77.0,6.6,2.0,5.4,78.81
510,22.7,29.1,19.5,81.0,6.3,5.0,9.4,99.7
511,23.5,28.4,20.0,71.0,6.3,5.7,9.4,122.62
512,23.9,28.2,18.4,64.0,6.9,4.8,7.6,125.71
514,23.7,30.3,19.9,79.0,5.5,0.4,3.5,108.76
515,25.1,29.2,21.3,72.0,6.9,3.5,5.4,142.52
516,25.3,29.9,21.4,69.0,6.9,3.7,7.6,143.79
517,25.5,30.9,21.6,73.0,6.9,5.2,7.6,141.06
518,24.9,30.3,21.3,71.0,6.9,4.6,5.4,118.06
519,24.1,30.4,21.6,75.0,6.9,5.0,7.6,105.72
520,24.2,28.2,20.2,70.0,6.9,3.3,5.4,152.53
521,24.1,29.5,20.8,72.0,6.3,3.1,3.5,180.16
522,24.3,29.5,20.6,65.0,6.3,1.5,5.4,158.84
523,25.0,31.5,20.4,67.0,6.3,2.4,5.4,222.47
524,24.0,30.3,21.0,75.0,6.9,3.1,3.5,137.06
525,23.4,29.8,20.1,82.0,6.9,0.4,3.5,127.32
526,24.4,28.7,20.2,71.0,7.4,3.1,3.5,135.76
527,23.8,29.3,19.7,58.0,6.9,3.1,3.5,185.58
528,23.7,29.0,19.7,60.0,6.3,5.0,7.6,213.73
529,23.9,30.2,18.2,58.0,5.5,5.0,9.4,188.59
530,23.8,29.3,18.7,58.0,6.6,4.6,7.6,189.34
531,23.4,29.5,18.2,51.0,6.9,3.7,7.6,167.99
532,24.8,30.1,19.7,64.0,6.3,4.6,11.1,139.16
533,24.3,30.4,20.0,65.0,6.3,3.9,5.4,96.02
534,22.9,30.3,19.8,78.0,6.6,5.2,5.4,82.28
535,22.8,27.7,20.4,81.0,5.5,8.1,14.8,104.05
536,23.3,30.0,18.0,48.0,6.9,3.9,7.6,162.26
537,22.2,29.6,16.0,60.0,6.9,3.0,5.4,127.93
538,23.4,29.2,17.5,58.0,6.3,5.0,7.6,93.85
539,22.4,30.0,16.2,44.0,6.9,1.3,3.5,114.98
540,23.0,30.5,14.8,44.0,6.9,0.9,3.5,180.06
541,23.3,31.0,16.5,68.0,6.9,5.4,7.6,144.2
548,22.6,27.6,19.2,70.0,4.8,3.1,5.4,180.82
549,22.2,28.8,18.0,66.0,5.6,3.3,5.4,207.01
550,20.8,29.0,16.3,64.0,5.0,5.0,9.4,174.03
551,21.8,29.5,18.0,62.0,6.3,4.3,9.4,157.67
552,21.8,28.3,15.6,56.0,6.9,4.6,7.6,119.79
553,21.7,28.8,18.2,67.0,6.9,3.3,7.6,128.85
554,22.3,29.3,18.3,70.0,6.8,3.1,5.4,463.87
555,22.5,28.2,17.7,72.0,6.8,4.8,7.6,15.1
556,23.1,29.4,17.6,62.0,5.8,5.2,11.1,15.1
557,22.3,29.9,18.7,70.0,6.0,3.0,9.4,5.84
558,22.8,28.9,17.7,59.0,5.3,3.1,5.4,5.84
559,21.8,28.9,17.7,59.0,6.3,7.0,9.4,5.84
560,21.6,28.5,16.0,67.0,6.3,3.1,11.1,104.96
561,22.2,27.7,17.7,63.0,6.9,2.8,7.6,153.77
562,22.7,28.4,18.1,65.0,6.3,3.9,5.4,114.66
563,23.4,29.1,18.4,62.0,6.0,5.7,9.4,115.23
564,23.8,30.2,17.7,56.0,5.5,6.1,9.4,119.21
565,24.0,31.4,19.0,63.0,6.3,5.4,7.6,117.58
566,20.9,25.8,16.6,51.0,6.6,3.9,11.1,142.35
567,20.3,27.6,14.0,42.0,7.1,4.4,9.4,124.06
568,19.9,28.1,12.4,45.0,6.9,4.8,7.6,111.61
569,20.2,27.6,13.1,41.0,6.8,4.8,7.6,108.99
570,20.8,28.6,14.7,55.0,6.0,4.3,5.4,129.97
571,21.3,29.3,15.2,44.0,6.3,4.6,7.6,109.05
572,21.3,29.6,13.2,40.0,6.3,3.5,3.5,135.65
573,21.5,28.8,14.3,47.0,6.0,3.9,7.6,122.74
574,20.7,30.3,14.5,53.0,6.0,3.9,5.4,129.3
575,21.2,29.3,12.3,34.0,6.9,4.8,9.4,107.49
576,21.8,29.0,14.3,39.0,6.3,3.9,5.4,110.75
577,21.3,30.3,13.7,39.0,6.3,5.2,11.1,110.75
578,21.3,28.6,14.8,44.0,6.9,4.1,5.4,156.4
579,23.3,30.2,17.2,54.0,6.3,4.6,9.4,126.23
580,23.3,30.0,18.8,63.0,6.0,4.6,9.4,127.24
581,23.2,30.2,19.0,65.0,5.5,1.5,5.4,110.39
582,21.7,29.4,16.4,54.0,6.3,5.9,9.4,184.99
583,21.4,28.2,15.7,55.0,6.3,4.8,7.6,128.58
584,22.4,27.8,16.3,57.0,6.3,5.2,7.6,219.95
585,22.9,29.6,16.6,59.0,6.9,4.8,9.4,148.55
586,24.4,31.1,18.3,55.0,6.9,3.3,5.4,169.51
587,26.4,31.8,20.4,51.0,6.3,3.0,5.4,169.51
588,23.7,32.6,20.2,73.0,6.3,3.0,9.4,200.17
589,23.1,29.0,17.3,52.0,6.8,4.3,5.4,201.76
590,24.6,30.4,17.2,51.0,7.7,5.7,11.1,179.38
591,25.2,31.6,19.0,56.0,6.3,4.8,7.6,165.89
592,26.8,34.0,22.0,56.0,6.3,4.8,7.6,167.66
593,25.4,32.8,20.5,53.0,6.9,5.7,7.6,168.56
594,25.1,32.1,18.2,42.0,6.3,7.2,11.1,167.61
595,26.6,34.6,17.2,25.0,6.3,5.4,11.1,157.23
596,26.2,35.5,20.8,46.0,5.5,4.6,7.6,171.03
597,26.3,34.5,21.3,51.0,6.9,5.0,9.4,171.03
598,26.3,33.8,21.3,57.0,5.3,5.4,11.1,199.41
599,25.9,33.5,21.7,60.0,6.9,5.9,11.1,147.5
600,26.1,32.1,20.5,57.0,6.3,3.9,11.1,149.37
601,28.4,36.4,20.1,25.0,6.9,3.3,5.4,228.35
602,28.3,37.0,21.8,33.0,6.9,3.0,5.4,191.37
603,27.4,35.9,22.5,53.0,6.9,4.1,5.4,159.8
604,26.6,34.0,19.7,32.0,6.6,4.4,9.4,176.94
605,27.2,33.8,19.7,29.0,6.9,4.6,7.6,186.22
606,27.3,34.3,20.2,27.0,6.9,6.1,11.1,168.87
607,27.7,34.2,21.2,45.0,6.9,4.6,11.1,241.26
608,27.7,35.0,23.0,46.0,6.9,4.1,5.4,120.59
609,27.9,34.3,22.7,40.0,6.9,3.3,7.6,120.59
610,28.4,35.5,22.8,41.0,6.9,2.4,5.4,200.9
611,28.3,35.4,21.5,33.0,6.9,5.0,11.1,162.16
612,27.9,35.0,22.6,32.0,7.7,4.1,5.4,165.17
613,28.7,35.3,22.7,44.0,6.9,2.8,5.4,165.17
614,28.7,35.6,22.9,38.0,6.9,3.5,5.4,165.17
615,28.3,36.0,23.6,49.0,6.9,3.0,5.4,296.62
616,29.0,35.0,22.6,43.0,6.6,2.6,3.5,211.57
617,29.5,35.4,24.0,37.0,6.9,1.9,5.4,157.58
618,28.4,36.4,24.0,50.0,6.9,2.0,3.5,138.0
619,28.2,35.6,22.8,52.0,6.9,2.0,5.4,190.84
620,29.4,36.6,24.6,37.0,6.9,2.8,5.4,168.96
621,29.5,36.0,24.2,34.0,6.9,4.4,11.1,157.26
622,29.1,36.2,24.0,36.0,6.9,3.0,3.5,156.47
623,27.6,35.6,21.4,58.0,6.9,2.8,5.4,219.28
624,26.8,33.2,22.4,62.0,6.3,3.1,7.6,124.63
625,27.4,34.2,21.6,55.0,6.3,3.1,7.6,127.06
626,28.8,34.8,22.8,39.0,6.9,2.4,5.4,182.58
627,29.6,35.6,23.5,47.0,6.9,3.1,7.6,150.65
628,30.4,36.6,24.4,42.0,6.9,0.4,3.5,219.85
629,26.3,30.0,21.6,65.0,6.6,5.0,7.6,121.76
